pathway,n_genes_pathway,n_genes_found,mean_rank,median_rank,pvalue,u_statistic,fdr_q
Negative Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010801),14,3,2111.0,1892.0,0.578736122712898,6327.0,0.8851137028960592
Cellular Response To Insulin Stimulus (GO:0032869),99,7,2060.4285714285716,2101.0,0.5793681648542989,14395.0,0.8851137028960592
Regulation Of Peptidase Activity (GO:0052547),27,4,2091.0,2112.0,0.5796818487729781,8354.0,0.8851137028960592
Heme Catabolic Process (GO:0042167),10,2,2136.5,2136.5,0.5798320797531143,4270.0,0.8851137028960592
Response To Transforming Growth Factor Beta (GO:0071559),38,3,2115.0,1761.0,0.5809837866785463,6339.0,0.8851137028960592
Regulation Of Macrophage Activation (GO:0043030),31,1,2292.0,2292.0,0.5811359026369077,2291.0,0.8851137028960592
Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034135),10,1,2292.0,2292.0,0.5811359026369077,2291.0,0.8851137028960592
Regulation Of Leukocyte Activation (GO:0002694),14,1,2292.0,2292.0,0.5811359026369077,2291.0,0.8851137028960592
Mitochondrial Translation (GO:0032543),98,7,2062.714285714286,1830.0,0.5814024142610555,14411.0,0.8851137028960592
Prostanoid Metabolic Process (GO:0006692),16,1,2294.0,2294.0,0.5816430020283885,2293.0,0.8851137028960592
DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005),43,4,2094.75,2209.5,0.5821649150053931,8369.0,0.8851137028960592
Epiboly Involved In Wound Healing (GO:0090505),15,1,2297.0,2297.0,0.5824036511156097,2296.0,0.8851137028960592
Protein Deneddylation (GO:0000338),10,1,2297.0,2297.0,0.5824036511156097,2296.0,0.8851137028960592
Cellular Response To Misfolded Protein (GO:0071218),19,1,2297.0,2297.0,0.5824036511156097,2296.0,0.8851137028960592
Canonical Wnt Signaling Pathway (GO:0060070),65,3,2118.6666666666665,2221.0,0.5830423802882765,6350.0,0.8851652833253723
Cellular Response To Thyroid Hormone Stimulus (GO:0097067),11,2,2144.0,2144.0,0.5833116844033559,4285.0,0.8851652833253723
Response To Thyroid Hormone (GO:0097066),12,2,2144.0,2144.0,0.5833116844033559,4285.0,0.8851652833253723
Regulation Of TOR Signaling (GO:0032006),78,3,2120.3333333333335,2577.0,0.5839775343931842,6355.0,0.8857332748310003
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),15,2,2149.5,2149.5,0.5858542547735243,4296.0,0.886642710203962
Regulation Of Organelle Assembly (GO:1902115),80,5,2086.4,2154.0,0.5859807049900428,10417.0,0.886642710203962
Chloride Transmembrane Transport (GO:1902476),48,2,2151.0,2151.0,0.5865462917569273,4299.0,0.886642710203962
Monoatomic Anion Transmembrane Transport (GO:0098656),54,2,2151.0,2151.0,0.5865462917569273,4299.0,0.886642710203962
Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117),23,1,2314.0,2314.0,0.586713995943196,2313.0,0.886642710203962
Protein Catabolic Process (GO:0030163),102,7,2069.0,1885.0,0.5869857191713421,14455.0,0.886642710203962
Positive Regulation Of Protein Binding (GO:0032092),59,7,2069.1428571428573,2011.0,0.5871124213504265,14456.0,0.886642710203962
Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032),75,9,2056.0,2154.0,0.5872161752898947,18459.0,0.886642710203962
Response To Metal Ion (GO:0010038),64,2,2153.5,2153.5,0.587698486392554,4304.0,0.886642710203962
Positive Regulation Of Response To Stimulus (GO:0048584),77,4,2103.5,2547.0,0.5879459049299686,8404.0,0.886642710203962
Phospholipid Dephosphorylation (GO:0046839),30,4,2103.5,1787.5,0.5879459049299686,8404.0,0.886642710203962
Regulation Of Lysosomal Lumen pH (GO:0035751),25,5,2089.6,2114.0,0.5883577164617538,10433.0,0.886642710203962
Calcium Ion Transport (GO:0006816),112,11,2049.4545454545455,1455.0,0.5888512393301218,22478.0,0.886642710203962
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919),67,5,2090.4,1423.0,0.5889515025607472,10437.0,0.886642710203962
Negative Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090051),13,1,2324.0,2324.0,0.5892494929005997,2323.0,0.886642710203962
Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049),30,1,2324.0,2324.0,0.5892494929005997,2323.0,0.886642710203962
Positive Regulation Of Granulocyte Chemotaxis (GO:0071624),21,2,2157.5,2157.5,0.5895386025714296,4312.0,0.886642710203962
Regulation Of Actomyosin Structure Organization (GO:0110020),12,2,2159.0,2159.0,0.5902275529747172,4315.0,0.8868753199948529
Epigenetic Regulation Of Gene Expression (GO:0040029),83,7,2072.714285714286,2324.0,0.5902771221295564,14481.0,0.8868753199948529
Positive Regulation Of Epithelial Cell Differentiation (GO:0030858),20,3,2134.0,1603.0,0.5916317689908734,6396.0,0.8884712378617269
Regulation Of Membrane Depolarization (GO:0003254),20,2,2164.5,2164.5,0.5927489031065915,4326.0,0.8885276658903781
Positive Regulation Of Signal Transduction (GO:0009967),266,25,2025.76,1919.0,0.5927793358370193,50319.0,0.8885276658903781
Intermediate Filament Organization (GO:0045109),68,3,2136.6666666666665,2656.0,0.5931222471695731,6404.0,0.8885276658903781
Cardiac Muscle Cell Action Potential (GO:0086001),29,3,2137.3333333333335,1849.0,0.5934947065421159,6406.0,0.8885276658903781
Cellular Response To Radiation (GO:0071478),48,6,2086.1666666666665,2397.5,0.5943787139756452,12496.0,0.8885276658903781
Positive Regulation Of DNA Binding (GO:0043388),33,2,2168.5,2168.5,0.5945777018250432,4334.0,0.8885276658903781
Negative Regulation Of Protein Transport (GO:0051224),25,1,2350.0,2350.0,0.5958417849898494,2349.0,0.8885276658903781
Phasic Smooth Muscle Contraction (GO:0014821),11,1,2350.0,2350.0,0.5958417849898494,2349.0,0.8885276658903781
"Regulation Of Synaptic Transmission, GABAergic (GO:0032228)",16,1,2350.0,2350.0,0.5958417849898494,2349.0,0.8885276658903781
Negative Regulation Of Blood Pressure (GO:0045776),14,1,2350.0,2350.0,0.5958417849898494,2349.0,0.8885276658903781
Dopamine_System,8,1,2350.0,2350.0,0.5958417849898494,2349.0,0.8885276658903781
Visual Learning (GO:0008542),11,1,2350.0,2350.0,0.5958417849898494,2349.0,0.8885276658903781
Negative Regulation Of Secretion By Cell (GO:1903531),40,1,2350.0,2350.0,0.5958417849898494,2349.0,0.8885276658903781
Regulation Of Integrin Activation (GO:0033623),14,3,2142.0,2209.0,0.5961000987421413,6420.0,0.8885276658903781
Detection Of Light Stimulus Involved In Visual Perception (GO:0050908),11,1,2352.0,2352.0,0.5963488843813302,2351.0,0.8885276658903781
Detection Of Light Stimulus Involved In Sensory Perception (GO:0050962),11,1,2352.0,2352.0,0.5963488843813302,2351.0,0.8885276658903781
Membrane Repolarization During Action Potential (GO:0086011),15,2,2175.5,2175.5,0.5977681968044632,4348.0,0.8894913399877538
Signal Transduction By P53 Class Mediator (GO:0072331),33,3,2146.6666666666665,2398.0,0.5987022361152472,6434.0,0.8894913399877538
Cellular Response To Peptide (GO:1901653),56,3,2147.0,2201.0,0.5988879761827646,6435.0,0.8894913399877538
Calcium Ion Homeostasis (GO:0055074),102,5,2104.0,2629.0,0.59901591645872,10505.0,0.8894913399877538
Proteoglycan Biosynthetic Process (GO:0030166),32,4,2120.5,2151.5,0.5991225819008129,8472.0,0.8894913399877538
Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056),64,4,2121.0,2116.0,0.5994501458894471,8474.0,0.8894913399877538
Protein Exit From Endoplasmic Reticulum (GO:0032527),24,3,2148.3333333333335,2573.0,0.5996307650740355,6439.0,0.8894913399877538
"Retrograde Protein Transport, ER To Cytosol (GO:0030970)",17,3,2148.3333333333335,2573.0,0.5996307650740355,6439.0,0.8894913399877538
Endoplasmic Reticulum To Cytosol Transport (GO:1903513),15,3,2148.3333333333335,2573.0,0.5996307650740355,6439.0,0.8894913399877538
Histone Acetylation (GO:0016573),60,9,2069.5555555555557,1889.0,0.6010803449171058,18581.0,0.8903753875772666
Synaptic Membrane Adhesion (GO:0099560),12,2,2183.0,2183.0,0.6011725660643887,4363.0,0.8903753875772666
Cell Migration Involved In Sprouting Angiogenesis (GO:0002042),17,2,2183.5,2183.5,0.6013990438803658,4364.0,0.8903753875772666
Blood Vessel Endothelial Cell Migration (GO:0043534),22,2,2183.5,2183.5,0.6013990438803658,4364.0,0.8903753875772666
Regulation Of Cell-Cell Adhesion (GO:0022407),43,3,2153.0,2195.0,0.6022283420680855,6453.0,0.8905311025579163
Regulation Of Histone Acetylation (GO:0035065),22,3,2153.3333333333335,2479.0,0.6024137517102327,6454.0,0.8905311025579163
Defense Response To Tumor Cell (GO:0002357),12,2,2186.0,2186.0,0.6025302754927078,4369.0,0.8905311025579163
"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",16,1,2377.0,2377.0,0.6026876267748396,2376.0,0.8905311025579163
Nucleotide-Binding Oligomerization Domain Containing Signaling Pathway (GO:0070423),11,3,2154.3333333333335,2201.0,0.6029698742467524,6457.0,0.8905311025579163
Positive Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904031),18,3,2155.6666666666665,2116.0,0.6037111214139627,6461.0,0.8908737935294054
Genitalia Development (GO:0048806),14,3,2156.0,1895.0,0.6038963884525067,6462.0,0.8908737935294054
Negative Regulation Of Microtubule Depolymerization (GO:0007026),20,3,2156.3333333333335,2417.0,0.6040816374820853,6463.0,0.8908737935294054
Regulation Of Cardiac Conduction (GO:1903779),21,2,2192.0,2192.0,0.6052387495440861,4381.0,0.8914871465180557
Regulation Of Establishment Of Planar Polarity (GO:0090175),29,3,2158.6666666666665,2221.0,0.6053778746763492,6470.0,0.8914871465180557
Non-Canonical Wnt Signaling Pathway (GO:0035567),41,3,2158.6666666666665,2221.0,0.6053778746763492,6470.0,0.8914871465180557
Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),112,6,2100.3333333333335,2509.5,0.6058802762402177,12581.0,0.8917947089233437
Negative Regulation Of Amyloid Fibril Formation (GO:1905907),11,2,2195.5,2195.5,0.6068144486930647,4388.0,0.8923050799271687
Regulation Of Amyloid Fibril Formation (GO:1905906),15,2,2195.5,2195.5,0.6068144486930647,4388.0,0.8923050799271687
Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749),18,3,2162.3333333333335,2667.0,0.6074130090635536,6481.0,0.8927531308829587
Prostanoid Biosynthetic Process (GO:0046457),14,3,2163.3333333333335,2294.0,0.6079676570181345,6484.0,0.8931362388883426
Maintenance Of Protein Localization In Endoplasmic Reticulum (GO:0035437),11,2,2201.0,2201.0,0.6092840986080039,4399.0,0.8946375503002011
Phosphatidylinositol 3-Kinase Signaling (GO:0014065),32,1,2406.0,2406.0,0.6100405679513103,2405.0,0.8947769772810683
Response To Molecule Of Bacterial Origin (GO:0002237),69,8,2087.125,2307.0,0.6102272008216417,16661.0,0.8947769772810683
Positive Regulation Of Endopeptidase Activity (GO:0010950),29,2,2204.0,2204.0,0.610627918425803,4405.0,0.8947769772810683
Positive Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070886),19,2,2204.5,2204.5,0.610851695484179,4406.0,0.8947769772810683
Positive Regulation Of Calcineurin-Mediated Signaling (GO:0106058),19,2,2204.5,2204.5,0.610851695484179,4406.0,0.8947769772810683
Mitochondrion Organization (GO:0007005),162,16,2055.625,1844.0,0.6151277542404088,32754.0,0.8990303951426221
Regulation Of Monocyte Differentiation (GO:0045655),15,1,2431.0,2431.0,0.6163793103448196,2430.0,0.8990303951426221
Regulation Of B Cell Apoptotic Process (GO:0002902),10,1,2431.0,2431.0,0.6163793103448196,2430.0,0.8990303951426221
Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000341),12,1,2431.0,2431.0,0.6163793103448196,2430.0,0.8990303951426221
Regulation Of Interleukin-1 Production (GO:0032652),16,1,2431.0,2431.0,0.6163793103448196,2430.0,0.8990303951426221
Regulation Of B Cell Receptor Signaling Pathway (GO:0050855),16,1,2431.0,2431.0,0.6163793103448196,2430.0,0.8990303951426221
Embryo Development Ending In Birth Or Egg Hatching (GO:0009792),17,2,2217.5,2217.5,0.6166464924360778,4432.0,0.8990303951426221
Regulation Of Protein Localization To Cell Surface (GO:2000008),31,3,2179.3333333333335,2297.0,0.6168185437321935,6532.0,0.8990303951426221
Mitotic DNA Damage Checkpoint Signaling (GO:0044773),56,8,2095.875,1964.0,0.6184032893560643,16731.0,0.8990303951426221
Endothelial Cell Proliferation (GO:0001935),18,1,2439.0,2439.0,0.6184077079107426,2438.0,0.8990303951426221
Ubiquitin-Dependent ERAD Pathway (GO:0030433),73,6,2116.8333333333335,2238.5,0.6191654329846695,12680.0,0.8990303951426221
Regulation Of Keratinocyte Proliferation (GO:0010837),25,4,2151.5,1867.0,0.6192938571374965,8596.0,0.8990303951426221
Negative Regulation Of Multicellular Organismal Process (GO:0051241),231,22,2046.090909090909,1937.0,0.6194652160272611,44761.0,0.8990303951426221
Regulation Of Feeding Behavior (GO:0060259),14,2,2224.0,2224.0,0.6195275577589161,4445.0,0.8990303951426221
Chemokine-Mediated Signaling Pathway (GO:0070098),57,1,2446.0,2446.0,0.6201825557809253,2445.0,0.8990303951426221
Cellular Response To Chemokine (GO:1990869),59,1,2446.0,2446.0,0.6201825557809253,2445.0,0.8990303951426221
Regulation Of Calcium Ion Transmembrane Transport (GO:1903169),20,1,2446.0,2446.0,0.6201825557809253,2445.0,0.8990303951426221
Mature B Cell Differentiation Involved In Immune Response (GO:0002313),13,1,2446.0,2446.0,0.6201825557809253,2445.0,0.8990303951426221
Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903050),24,1,2446.0,2446.0,0.6201825557809253,2445.0,0.8990303951426221
Positive Regulation Of Lymphocyte Chemotaxis (GO:0140131),17,1,2446.0,2446.0,0.6201825557809253,2445.0,0.8990303951426221
Suppression Of Viral Release By Host (GO:0044790),13,1,2447.0,2447.0,0.6204361054766656,2446.0,0.8990303951426221
Regulation Of Microtubule Cytoskeleton Organization (GO:0070507),40,1,2448.0,2448.0,0.620689655172406,2447.0,0.8990303951426221
Response To Endoplasmic Reticulum Stress (GO:0034976),114,10,2084.0,2201.5,0.6217895151280605,20785.0,0.8990303951426221
Cellular Response To Ionizing Radiation (GO:0071479),52,9,2090.222222222222,2060.0,0.6219688203690655,18767.0,0.8990303951426221
Regulation Of Fibroblast Proliferation (GO:0048145),46,5,2136.2,2116.0,0.6225921382223019,10666.0,0.8990303951426221
Regulation Of Oxidoreductase Activity (GO:0051341),13,2,2231.5,2231.5,0.6228384293628421,4460.0,0.8990303951426221
Histone Deubiquitination (GO:0016578),34,6,2121.5,1974.5,0.6228994001552369,12708.0,0.8990303951426221
Negative Regulation Of Growth (GO:0045926),124,9,2091.3333333333335,2117.0,0.6230824198783727,18777.0,0.8990303951426221
Establishment Of Vesicle Localization (GO:0051650),18,4,2157.5,2212.0,0.6231635338443877,8620.0,0.8990303951426221
Synaptic Vesicle Localization (GO:0097479),13,4,2157.5,2212.0,0.6231635338443877,8620.0,0.8990303951426221
Synaptic Vesicle Transport (GO:0048489),10,4,2157.5,2212.0,0.6231635338443877,8620.0,0.8990303951426221
Regulation Of Mitochondrion Organization (GO:0010821),50,1,2458.0,2458.0,0.6232251521298098,2457.0,0.8990303951426221
Amino Acid Transmembrane Transport (GO:0003333),42,2,2234.5,2234.5,0.6241587140072605,4466.0,0.8995777297528014
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),26,5,2138.6,1895.0,0.6243335768919349,10678.0,0.8995777297528014
Mitochondrion Disassembly (GO:0061726),37,1,2463.0,2463.0,0.6244929006085116,2462.0,0.8995777297528014
Toll-Like Receptor 4 Signaling Pathway (GO:0034142),17,2,2236.5,2236.5,0.625037617695158,4470.0,0.8999356789373887
Ionotropic Glutamate Receptor Signaling Pathway (GO:0035235),12,2,2238.5,2238.5,0.6259154925230169,4474.0,0.9007727457531622
Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235),24,4,2164.75,2396.5,0.6278234070075316,8649.0,0.9015741150421182
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),275,15,2068.6666666666665,1864.0,0.628479359894511,30910.0,0.9015741150421182
Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904994),12,3,2200.6666666666665,1686.0,0.6285464902423521,6596.0,0.9015741150421182
Facultative Heterochromatin Formation (GO:0140718),17,1,2479.0,2479.0,0.6285496957403576,2478.0,0.9015741150421182
Positive Regulation Of Transcription By RNA Polymerase III (GO:0045945),15,1,2479.0,2479.0,0.6285496957403576,2478.0,0.9015741150421182
Positive Regulation Of Protein Deacetylation (GO:0090312),13,1,2479.0,2479.0,0.6285496957403576,2478.0,0.9015741150421182
Regulation Of Histone Deacetylation (GO:0031063),21,1,2479.0,2479.0,0.6285496957403576,2478.0,0.9015741150421182
Positive Regulation Of Ras Protein Signal Transduction (GO:0046579),51,4,2167.75,2109.0,0.6297463889706384,8661.0,0.9015811826770167
Regulation Of Protein Targeting To Membrane (GO:0090313),28,3,2203.0,1864.0,0.6298238349550089,6603.0,0.9015811826770167
Insulin Secretion (GO:0030073),19,3,2203.3333333333335,2254.0,0.6300062227122923,6604.0,0.9015811826770167
Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043551),34,3,2203.3333333333335,2116.0,0.6300062227122923,6604.0,0.9015811826770167
Regulation Of Striated Muscle Contraction (GO:0006942),29,3,2203.6666666666665,2222.0,0.6301885878604939,6605.0,0.9015811826770167
Negative Regulation Of Cell Growth (GO:0030308),125,12,2081.6666666666665,2400.0,0.630335231075044,24902.0,0.9015811826770167
Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066),90,7,2119.0,2209.0,0.6307158912768307,14805.0,0.901701118917182
Positive Regulation Of Dephosphorylation (GO:0035306),29,3,2206.0,2209.0,0.6314645082009913,6612.0,0.9019624235751869
Negative Regulation Of Cell-Cell Adhesion (GO:0022408),40,4,2170.5,2052.0,0.631506376603293,8672.0,0.9019624235751869
Positive Regulation Of Protein Localization To Membrane (GO:1905477),79,6,2132.6666666666665,2246.0,0.631789347389071,12775.0,0.9019624235751869
Cell-Substrate Junction Assembly (GO:0007044),28,5,2149.6,2209.0,0.632284558022554,10733.0,0.9022454144070076
Protein Import Into Mitochondrial Matrix (GO:0030150),18,2,2255.5,2255.5,0.6333358883357619,4508.0,0.903321328058237
Monoatomic Cation Transmembrane Transport (GO:0098655),281,28,2046.0,2104.5,0.634148348738279,56882.0,0.9035398533049083
O-glycan Processing (GO:0016266),41,3,2211.0,2249.0,0.6341948352513325,6627.0,0.9035398533049083
Membrane Repolarization (GO:0086009),18,1,2502.0,2502.0,0.6343813387423862,2501.0,0.9035398533049083
Ceramide Biosynthetic Process (GO:0046513),42,4,2177.5,2404.5,0.6359742816199909,8700.0,0.9053841928591998
Positive Regulation Of Histone Deacetylation (GO:0031065),13,2,2263.5,2263.5,0.6368021178055029,4524.0,0.9059734612783499
Regulation Of Cellular Component Biogenesis (GO:0044087),37,3,2216.3333333333335,2656.0,0.6371013882522042,6643.0,0.9059734612783499
RNA Stabilization (GO:0043489),37,3,2216.6666666666665,1513.0,0.6372828461987603,6644.0,0.9059734612783499
Regulation Of Interferon-Beta Production (GO:0032648),50,3,2219.6666666666665,2201.0,0.6389148877670736,6653.0,0.9060094909605357
