Pathway,N_Overlap,P_Value,Effect_Size,Median_Rank,FDR
Regulation Of Potassium Ion Transmembrane Transport (GO:1901379),32,0.006086509107637715,0.2559210198695284,33700.5,0.009269487554745008
Porphyrin-Containing Compound Biosynthetic Process (GO:0006779),20,0.006098594422298222,0.32360755648943906,32640.0,0.00928269548329668
Gluconeogenesis (GO:0006094),31,0.0061133504872040905,0.25985338236437483,35071.0,0.009299951524158348
Regulation Of Protein Localization To Membrane (GO:1905475),27,0.006129775878095767,0.27832626970163077,35125.0,0.009319726321084677
Receptor Signaling Pathway Via JAK-STAT (GO:0007259),35,0.006147595326975238,0.24436621922727775,36931.0,0.009341597368364608
Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391),17,0.0061723060967532025,0.3504012559016835,28091.0,0.009373909873349365
Regulation Of Cell-Matrix Adhesion (GO:0001952),63,0.006176607523680989,0.18204391765274064,37852.0,0.009375207848444358
Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628),32,0.006180178503064632,0.25536950351078136,33598.0,0.009375396279049526
Positive Regulation Of Cell Division (GO:0051781),41,0.0062437593498812435,0.22528980359726702,36157.0,0.009460488438374012
Positive Regulation Of Neutrophil Migration (GO:1902624),21,0.006247047894699059,0.3147373592521776,35174.0,0.009460488438374012
Cellular Response To Estradiol Stimulus (GO:0071392),17,0.0062476808255477615,0.34979907916163877,37316.0,0.009460488438374012
Ceramide Biosynthetic Process (GO:0046513),40,0.006250182986675771,0.22805412512326062,38122.5,0.009460488438374012
Secondary Alcohol Metabolic Process (GO:1902652),45,0.006260191976785699,0.21496799213748774,31691.0,0.009470368285237543
Regulation Of Neurotransmitter Secretion (GO:0046928),36,0.006265991058049009,0.24029917807370227,33451.0,0.009473871972147474
Negative Regulation Of Phosphatase Activity (GO:0010923),13,0.00627777951835207,0.39972976119713954,32905.0,0.009486422383287573
Positive Regulation Of Cytosolic Calcium Ion Concentration Involved In Phospholipase C-activating G Protein-Coupled Signaling Pathway (GO:0051482),27,0.0063400817886449315,0.27699764299704543,31695.0,0.009570923243874175
Negative Regulation Of Epithelial Cell Differentiation (GO:0030857),15,0.00634073664906664,0.3716038318296787,30163.0,0.009570923243874175
Negative Regulation Of Smoothened Signaling Pathway (GO:0045879),23,0.006377456095631259,0.2998620493764511,35579.0,0.009621009750480879
"Phagocytosis, Engulfment (GO:0006911)",30,0.006418740285666799,0.2623250039007905,32147.5,0.009677923268854598
Chondroitin Sulfate Metabolic Process (GO:0030204),16,0.00643345753213688,0.3590608538054789,30481.5,0.009694739328206269
Regulation Of Actin Nucleation (GO:0051125),14,0.006458421475579842,0.3836357920282918,25285.0,0.009718499096360652
Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),41,0.006459943516992668,0.22419948710423798,32698.0,0.009718499096360652
Proton Motive Force-Driven ATP Synthesis (GO:0015986),41,0.006459943516992668,0.22419948710423798,32698.0,0.009718499096360652
Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567),18,0.006508813516732281,0.33796503760355223,31859.5,0.009786607388342623
Regulation Of Microtubule Depolymerization (GO:0031114),22,0.006524306272933127,0.30560265805996023,36078.0,0.009802022178861041
Regulation Of Primary Metabolic Process (GO:0080090),35,0.006526272855116671,0.24229454734823153,29633.0,0.009802022178861041
Peroxisomal Membrane Transport (GO:0015919),17,0.006573414101061351,0.3472685309933573,30966.0,0.009867376575544633
Acetylcholine Receptor Signaling Pathway (GO:0095500),20,0.006648523629718087,0.3196470717109653,23172.0,0.009974053478342666
Endoplasmic Reticulum To Cytosol Transport (GO:1903513),13,0.006651813606512351,0.39643143839351913,23741.0,0.009974053478342666
Regulation Of Brown Fat Cell Differentiation (GO:0090335),17,0.006663554613067773,0.34658786039809275,23555.0,0.009983957799983833
Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090308),15,0.006665760060577441,0.3689496989371519,33781.0,0.009983957799983833
Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765),28,0.006761328647782895,0.26950557932342434,36056.0,0.010121526649405325
Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537),32,0.006781829970981432,0.2519938001095563,27262.0,0.010146632299818204
Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),30,0.006849688948577213,0.25987962326663816,32325.0,0.010239993841840754
Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099),22,0.006855525288967651,0.30342442499988687,30964.0,0.010239993841840754
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240),22,0.006855525288967651,0.30342442499988687,30964.0,0.010239993841840754
Gas Transport (GO:0015669),15,0.006902417719361359,0.3670882210405423,28135.0,0.01030437771496317
Microtubule Polymerization (GO:0046785),33,0.00690798465905175,0.24748380180434681,38333.0,0.010307031416687196
Aortic Valve Morphogenesis (GO:0003180),37,0.006922761394003065,0.23365564767955205,36807.0,0.01032341611386422
DNA Replication Checkpoint Signaling (GO:0000076),16,0.006937151321200351,0.3551734696925942,34322.0,0.010339206352693127
Icosanoid Metabolic Process (GO:0006690),51,0.006946841427390668,0.19893095006217176,31788.0,0.010347978467964194
ATP Metabolic Process (GO:0046034),30,0.006954413028400291,0.25930595808393175,33275.0,0.010353586993568031
Membrane Lipid Metabolic Process (GO:0006643),17,0.006958383868918191,0.34441697810372907,36390.0,0.01035383157738374
Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062),38,0.00696645137636291,0.23035037568522643,35363.0,0.010360168257904381
Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000116),23,0.006986896116779804,0.2959365617647288,23706.0,0.01038489477466725
Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575),24,0.007039431811807382,0.28938982004322145,34813.0,0.010457266263307525
Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427),40,0.007101556213784415,0.2238896580575117,35579.0,0.01054379525190699
Positive Regulation Of Protein Secretion (GO:0050714),75,0.007126661075242116,0.16344964561620268,38936.0,0.010575296303687155
Negative Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090201),15,0.0073051277671747385,0.364046390897081,25719.0,0.010834213482396557
Ubiquitin-Dependent Protein Catabolic Process Via The Multivesicular Body Sorting Pathway (GO:0043162),31,0.007336153771160494,0.2530950148847293,29960.0,0.010874298777959968
Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143),22,0.007341705640416722,0.3003897461896765,34010.5,0.010876600948765512
Regulation Of Interleukin-17 Production (GO:0032660),32,0.007360916155919756,0.24898598177381603,38016.0,0.010893780751519823
Metanephros Development (GO:0001656),25,0.00736131214018141,0.28168346412779344,28562.0,0.010893780751519823
Hippo Signaling (GO:0035329),17,0.007366362200869595,0.34154316576262056,31794.0,0.010895326365614626
Actin Filament Bundle Assembly (GO:0051017),32,0.007376706990167678,0.24890692694586924,33679.0,0.010904697289813088
Nuclear Membrane Organization (GO:0071763),24,0.007385224898038828,0.28735240124950623,37252.0,0.010911358893354487
Mitochondrial Membrane Organization (GO:0007006),27,0.007414827549351176,0.2707617287639198,31799.0,0.010949148172766123
Myofibril Assembly (GO:0030239),45,0.007456068806791626,0.2095771243392568,35102.0,0.01100407333395183
Response To Cadmium Ion (GO:0046686),21,0.007487534694028498,0.3065608971440711,33936.0,0.0110417281846252
Negative Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903038),19,0.007489701654644667,0.3222749957807942,33490.0,0.0110417281846252
Filopodium Assembly (GO:0046847),17,0.007647046751926705,0.3396464261864873,22821.0,0.011263044687117123
Positive Regulation Of Protein Processing (GO:0010954),17,0.007648104241582841,0.33963939688601985,37523.0,0.011263044687117123
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),15,0.007652986342674251,0.36153565287818734,32434.0,0.011264135742464265
Regulation Of Cellular Catabolic Process (GO:0031329),58,0.007673294818964587,0.18382434023327454,36398.0,0.011287918825085817
Regulation Of Calcium Ion Transport (GO:0051924),52,0.007679118824697409,0.19411228309470074,38408.0,0.011290380109825379
Ventricular Cardiac Muscle Cell Action Potential (GO:0086005),15,0.0077070366176984345,0.36115459427881014,33712.0,0.011325305024386677
Cell-Cell Signaling By Wnt (GO:0198738),22,0.007711354231555849,0.2981988384567681,28556.5,0.011325531052825005
Negative Regulation Of Osteoblast Differentiation (GO:0045668),30,0.007733377461969636,0.2552630792673818,42458.5,0.011347278699156103
Protein Localization To Microtubule Organizing Center (GO:1905508),13,0.007734505407439491,0.38773140346469426,23921.0,0.011347278699156103
Monocarboxylic Acid Transport (GO:0015718),71,0.007764224964989583,0.1658625206392491,39984.0,0.01138291337028682
Regulation Of Chromatin Organization (GO:1902275),25,0.007767164417372183,0.27943672071067205,27479.0,0.01138291337028682
Regulation Of Triglyceride Biosynthetic Process (GO:0010866),15,0.0077983762970032355,0.36051595599901753,23451.0,0.011422500553499623
"Retrograde Protein Transport, ER To Cytosol (GO:0030970)",15,0.007853712944278642,0.3601322419390174,33382.0,0.011497362329622124
Response To Peptide (GO:1901652),37,0.007884939000691408,0.22918918918918918,37315.0,0.011536866101065427
Actin Nucleation (GO:0045010),22,0.007933878084069059,0.2969241285030759,35591.0,0.011602230316488086
Regulation Of Interleukin-2 Production (GO:0032663),47,0.00794318597999559,0.20313500751325153,42205.0,0.011609600142712522
Regulation Of Adaptive Immune Response (GO:0002819),18,0.00797000376286829,0.3280299987496833,33459.0,0.011642540405478918
Positive Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070886),16,0.008027030524165554,0.3475493173738561,25975.0,0.01171326342582098
Positive Regulation Of Calcineurin-Mediated Signaling (GO:0106058),16,0.008027030524165554,0.3475493173738561,25975.0,0.01171326342582098
Dendritic Spine Morphogenesis (GO:0060997),15,0.00803452901126737,0.3588947972887747,30004.0,0.011717918986942221
Cellular Response To BMP Stimulus (GO:0071773),63,0.008118459681089686,0.1748881405764663,37126.0,0.011833981957429768
Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),27,0.008124662786769063,0.267067246511525,31024.0,0.011836680653461088
Negative Regulation Of Protein Kinase B Signaling (GO:0051898),33,0.00813361374478985,0.2415381253674549,32483.0,0.011843377615539823
Negative Regulation Of Protein Polymerization (GO:0032272),25,0.0081760703650222,0.27727522606859734,31624.0,0.011898828995644936
"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)",25,0.008183317848444198,0.2772377803449787,31666.0,0.011903007779555197
Retinal Metabolic Process (GO:0042574),15,0.008221993470340949,0.3576374366838607,26333.0,0.011952871319790155
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),29,0.008240360505973326,0.2571412086961061,31744.0,0.011973173384747567
Vesicle Docking (GO:0048278),18,0.008291185284526652,0.3260637927085511,33567.0,0.012040589414795778
Positive Regulation Of Mitotic Nuclear Division (GO:0045840),34,0.008329948946178722,0.23709568087665533,39467.5,0.012088151970807905
Cellular Lipid Catabolic Process (GO:0044242),23,0.008332825347523831,0.2882388650118942,34618.0,0.012088151970807905
Positive Regulation By Host Of Viral Transcription (GO:0043923),16,0.008419486695543875,0.3450261897411896,27169.5,0.012199799142518918
Regulation Of Megakaryocyte Differentiation (GO:0045652),15,0.008420229501714128,0.35633493324835863,27009.0,0.012199799142518918
Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0000289),16,0.008423243672665635,0.345002539309507,30824.5,0.012199799142518918
Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114),26,0.008453302462766018,0.2705074451695838,31483.0,0.012232455253281461
Regulation Of Microtubule-Based Process (GO:0032886),38,0.008454785248591598,0.22376297520262578,41234.0,0.012232455253281461
Leukotriene Biosynthetic Process (GO:0019370),17,0.00846336563752471,0.3344588024415104,29840.0,0.012238359667234031
RNA 3'-End Processing (GO:0031123),30,0.008490906996874624,0.2516617367315028,32788.0,0.012271661547023898
Positive Regulation Of B Cell Activation (GO:0050871),46,0.008572533732795071,0.2029516763368273,33840.5,0.012383054568880825
Cell Junction Maintenance (GO:0034331),17,0.008587271865870903,0.3337101819417271,31290.0,0.012397759806352897
B Cell Receptor Signaling Pathway (GO:0050853),45,0.00864233710114274,0.204936205629488,38284.0,0.012465954268086084
Protein Insertion Into Membrane (GO:0051205),14,0.00864367270206263,0.36735323865762115,22547.0,0.012465954268086084
Mitotic Cytokinetic Process (GO:1902410),18,0.008664880693910672,0.3238585880715358,26502.0,0.012489918117348717
Positive Regulation Of Phosphatase Activity (GO:0010922),20,0.008678393879420057,0.3071681089855304,36608.5,0.012502770843232286
Neuron Maturation (GO:0042551),16,0.008686257999261324,0.3433694147638442,23764.0,0.012507475785066597
Histone H2A Acetylation (GO:0043968),20,0.008716054673679263,0.3069619685909757,31413.0,0.012543740059474917
Microtubule Depolymerization (GO:0007019),16,0.008729222319648278,0.34310677049621097,30842.5,0.012556046911392553
L-glutamate Import (GO:0051938),15,0.008739047340617645,0.3542955394900188,33489.0,0.012563535288837207
poly(A)+ mRNA Export From Nucleus (GO:0016973),21,0.00878755078971575,0.2991858630003945,32001.0,0.012626591731657073
Positive Chemotaxis (GO:0050918),17,0.008798516496414619,0.3324554518082875,22272.0,0.01262996089073966
Regulation Of Execution Phase Of Apoptosis (GO:1900117),19,0.008799182311746931,0.31447077531706935,36045.0,0.01262996089073966
Negative Regulation Of Endothelial Cell Proliferation (GO:0001937),33,0.008820229494822572,0.23854416037994386,35580.0,0.012653493790040821
Protein Neddylation (GO:0045116),22,0.008845800191627631,0.29200816611064084,35144.5,0.012683487886782899
Endocardial Cushion Morphogenesis (GO:0003203),21,0.008873379250489458,0.2987334592855625,34310.0,0.012716328536001752
Regulation Of Developmental Growth (GO:0048638),28,0.008901595459429357,0.25859164588262573,36536.0,0.01275004720887196
Positive Regulation Of Vacuole Organization (GO:0044090),20,0.008934046951052802,0.30578388121533207,30659.5,0.012785193834492439
Lymphocyte Proliferation (GO:0046651),37,0.008935534367415487,0.2248298697103478,32728.0,0.012785193834492439
Homologous Chromosome Pairing At Meiosis (GO:0007129),19,0.008953481286548794,0.31361959640282566,27948.0,0.01280413727624223
Regulation Of Intracellular Transport (GO:0032386),37,0.00900963496272815,0.22453967912135242,38658.0,0.01287767057205495
Folic Acid-Containing Compound Metabolic Process (GO:0006760),14,0.009015350509567512,0.3649533900173694,22129.5,0.012879072156525017
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),25,0.009100804099037069,0.2727172051149265,34470.0,0.01299432396292957
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),26,0.00914976033930999,0.2671972041065068,27736.5,0.013057370473726744
Sulfur Compound Transport (GO:0072348),21,0.009205031261659757,0.29702058484324256,34109.0,0.013129357646415596
Unsaturated Fatty Acid Metabolic Process (GO:0033559),48,0.009225927490380821,0.1964167720899036,33779.5,0.013152265604735763
Positive Regulation Of T Cell Mediated Immunity (GO:0002711),41,0.009281414388903899,0.2123153288586952,37454.0,0.0132244353786373
Response To Organophosphorus (GO:0046683),18,0.009343701547937573,0.32005784651200364,33403.5,0.013306213722717383
